Offspring ID,Loci typed,First parent non-exclusion probability,Second parent non-exclusion probability,Mother ID,Loci typed,Pair loci compared,Pair loci mismatching,Pair LOD score,Candidate father ID,Loci typed,Pair loci compared,Pair loci mismatching,Pair LOD score,Pair top LOD,Pair confidence,Trio loci compared,Trio loci mismatching,Trio LOD score,Trio top LOD,Trio confidence
UHA-0081,11, 5.92522413870504E-0003, 2.33382851817484E-0003,UHA-0014,12,11,0, 9.02168968184040E+0000,UHA-0011,12,11,1, 2.17377815411445E+0000, 0.00000000000000E+0000,,11,1, 3.40274183183574E+0000, 0.00000000000000E+0000,,
UHA-0081,11, 5.92522413870504E-0003, 2.33382851817484E-0003,UHA-0014,12,11,0, 9.02168968184040E+0000,UHA-0010,11,10,1, 2.14147120757557E+0000, 0.00000000000000E+0000,,10,1, 3.06052425328558E+0000, 0.00000000000000E+0000,,
UHA-0081,11, 5.92522413870504E-0003, 2.33382851817484E-0003,UHA-0014,12,11,0, 9.02168968184040E+0000,UHA-0016,10,9,1, 3.17387188876021E-0001, 0.00000000000000E+0000,,9,1, 1.02538428408118E+0000, 0.00000000000000E+0000,,
UHA-0081,11, 5.92522413870504E-0003, 2.33382851817484E-0003,UHA-0014,12,11,0, 9.02168968184040E+0000,UHA-0265,12,11,1, 1.94922904984803E+0000, 0.00000000000000E+0000,,11,2, 7.20929585075795E-0001, 0.00000000000000E+0000,,
UHA-0081,11, 5.92522413870504E-0003, 2.33382851817484E-0003,UHA-0014,12,11,0, 9.02168968184040E+0000,UHA-0210,11,10,2, 8.63665543707237E-0001, 0.00000000000000E+0000,,10,2, 4.84398770616415E-0001, 0.00000000000000E+0000,,
UHA-0081,11, 5.92522413870504E-0003, 2.33382851817484E-0003,UHA-0014,12,11,0, 9.02168968184040E+0000,UHA-0261,12,11,2, 5.67671732168673E-0001, 0.00000000000000E+0000,,11,2, 5.43866792019240E-0003, 0.00000000000000E+0000,,
UHA-0091,12, 1.64407062367786E-0003, 5.21883221754038E-0005,UHA-0014,12,12,2,-5.18867938442542E-0001,UHA-0266,11,11,2, 1.15617826745248E+0000, 0.00000000000000E+0000,,11,3, 4.64116209915281E+0000, 4.64116209915281E+0000,+,
UHA-0098,12, 2.66654958155837E-0003, 4.59447312543982E-0006,UHA-0257,12,12,0, 7.84993398216508E+0000,UHA-0260,12,12,0, 8.31244322314411E+0000, 8.31244322314411E+0000,*,12,0, 1.20390416539613E+0001, 1.20390416539613E+0001,*,
UHA-0098,12, 2.66654958155837E-0003, 4.59447312543982E-0006,UHA-0257,12,12,0, 7.84993398216508E+0000,UHA-0010,11,11,0, 3.33201028989838E+0000, 0.00000000000000E+0000,,11,1, 6.52502426234626E+0000, 0.00000000000000E+0000,,
UHA-0098,12, 2.66654958155837E-0003, 4.59447312543982E-0006,UHA-0257,12,12,0, 7.84993398216508E+0000,UHA-0261,12,12,1, 1.61946020513824E+0000, 0.00000000000000E+0000,,12,2, 3.81660870991153E+0000, 0.00000000000000E+0000,,
UHA-0098,12, 2.66654958155837E-0003, 4.59447312543982E-0006,UHA-0257,12,12,0, 7.84993398216508E+0000,UHA-0263,12,12,1, 5.32562214641056E-0001, 0.00000000000000E+0000,,12,3, 1.07890095306833E+0000, 0.00000000000000E+0000,,
UHA-0098,12, 2.66654958155837E-0003, 4.59447312543982E-0006,UHA-0257,12,12,0, 7.84993398216508E+0000,UHA-0210,11,11,2,-2.24044256371125E-0001, 0.00000000000000E+0000,,11,3, 8.42122052598308E-0001, 0.00000000000000E+0000,,
UHA-0099,12, 2.92169477613466E-0004, 6.79740504359466E-0005,UHA-0257,12,12,0, 9.87176222008542E+0000,UHA-0258,11,11,0, 9.02769447940146E+0000, 9.02769447940146E+0000,*,11,0, 1.05665888661014E+0001, 1.05665888661014E+0001,*,
UHA-0101,11, 4.33281985378199E-0004, 2.21597305551959E-0006,UHA-0257,12,11,0, 7.17980966252056E+0000,UHA-0260,12,11,1, 5.07868856066905E+0000, 5.07868856066905E+0000,+,11,2, 5.68665867997594E+0000, 5.68665867997594E+0000,+,
UHA-0105,11, 3.66287358229986E-0004, 5.46932131350096E-0006,UHA-0257,12,11,0, 9.56251071220323E+0000,UHA-0258,11,11,0, 8.89746702307299E+0000, 8.89746702307299E+0000,*,11,1, 9.36078008842825E+0000, 9.36078008842825E+0000,*,
UHA-0105,11, 3.66287358229986E-0004, 5.46932131350096E-0006,UHA-0257,12,11,0, 9.56251071220323E+0000,UHA-0268,11,10,2, 3.34587384856862E+0000, 0.00000000000000E+0000,,10,2, 3.16360836072656E+0000, 0.00000000000000E+0000,,
UHA-0105,11, 3.66287358229986E-0004, 5.46932131350096E-0006,UHA-0257,12,11,0, 9.56251071220323E+0000,UHA-0272,12,11,2, 3.58490006838192E+0000, 0.00000000000000E+0000,,11,3, 2.03759749762960E+0000, 0.00000000000000E+0000,,
UHA-0106,12, 4.06207223094631E-0004, 3.45481996866316E-0005,UHA-0257,12,12,0, 9.74865488316256E+0000,UHA-0010,11,11,0, 4.42028953811803E+0000, 4.42028953811803E+0000,-,11,0, 8.24819905964491E+0000, 8.24819905964491E+0000,*,
UHA-0106,12, 4.06207223094631E-0004, 3.45481996866316E-0005,UHA-0257,12,12,0, 9.74865488316256E+0000,UHA-0260,12,12,1, 3.41137820307284E+0000, 0.00000000000000E+0000,,12,1, 7.01332541470403E+0000, 0.00000000000000E+0000,,
UHA-0106,12, 4.06207223094631E-0004, 3.45481996866316E-0005,UHA-0257,12,12,0, 9.74865488316256E+0000,UHA-0261,12,12,2, 6.90861611141968E-0001, 0.00000000000000E+0000,,12,2, 3.14336266493792E+0000, 0.00000000000000E+0000,,
UHA-0109,12, 5.78643013880898E-0004, 2.98043091057915E-0006,UHA-0257,12,12,0, 8.85997016929417E+0000,UHA-0261,12,12,0, 7.74573734197603E+0000, 7.74573734197603E+0000,*,12,0, 1.19667697881618E+0001, 1.19667697881618E+0001,*,
UHA-0109,12, 5.78643013880898E-0004, 2.98043091057915E-0006,UHA-0257,12,12,0, 8.85997016929417E+0000,UHA-0010,11,11,1, 1.72579243267553E+0000, 0.00000000000000E+0000,,11,2, 3.49538124301396E+0000, 0.00000000000000E+0000,,
UHA-0111,12, 2.53360379540057E-0004, 9.70686223077356E-0007,UHA-0257,12,12,0, 7.46696978425208E+0000,UHA-0258,11,11,1, 7.17580781530692E+0000, 0.00000000000000E+0000,,11,3, 3.66850580872596E+0000, 3.66850580872596E+0000,-,
UHA-0111,12, 2.53360379540057E-0004, 9.70686223077356E-0007,UHA-0257,12,12,0, 7.46696978425208E+0000,UHA-0261,12,12,2, 2.01312683743804E+0000, 0.00000000000000E+0000,,12,3, 1.05527268608135E+0000, 0.00000000000000E+0000,,
UHA-0111,12, 2.53360379540057E-0004, 9.70686223077356E-0007,UHA-0257,12,12,0, 7.46696978425208E+0000,UHA-0267,12,12,3, 5.15141383895638E-0001, 0.00000000000000E+0000,,12,4, 1.04991012453524E+0000, 0.00000000000000E+0000,,
UHA-0111,12, 2.53360379540057E-0004, 9.70686223077356E-0007,UHA-0257,12,12,0, 7.46696978425208E+0000,UHA-0272,12,12,1, 7.17969327726023E+0000, 7.17969327726023E+0000,*,12,4, 6.41711683287799E-0001, 0.00000000000000E+0000,,
UHA-0111,12, 2.53360379540057E-0004, 9.70686223077356E-0007,UHA-0257,12,12,0, 7.46696978425208E+0000,UHA-0010,11,11,2, 1.01490078715590E+0000, 0.00000000000000E+0000,,11,3, 4.83295374606157E-0001, 0.00000000000000E+0000,,
UHA-0112,11, 6.92139638875071E-0004, 1.44469801632041E-0002,UHA-0257,12,11,5,-6.71391058575608E+0000,UHA-0265,12,11,0, 9.00196412383107E+0000, 9.00196412383107E+0000,*,11,6, 5.32861682301257E+0000, 5.32861682301257E+0000,+,
UHA-0112,11, 6.92139638875071E-0004, 1.44469801632041E-0002,UHA-0257,12,11,5,-6.71391058575608E+0000,UHA-0267,12,11,0, 7.24781548698070E+0000, 0.00000000000000E+0000,,11,6, 4.75231947062715E+0000, 0.00000000000000E+0000,,
UHA-0112,11, 6.92139638875071E-0004, 1.44469801632041E-0002,UHA-0257,12,11,5,-6.71391058575608E+0000,UHA-0014,12,11,0, 6.63681077585043E+0000, 0.00000000000000E+0000,,11,6, 4.47069240426024E+0000, 0.00000000000000E+0000,,
UHA-0112,11, 6.92139638875071E-0004, 1.44469801632041E-0002,UHA-0257,12,11,5,-6.71391058575608E+0000,UHA-0262,12,11,1, 4.74360355060062E+0000, 0.00000000000000E+0000,,11,6, 3.96063056027918E+0000, 0.00000000000000E+0000,,
UHA-0112,11, 6.92139638875071E-0004, 1.44469801632041E-0002,UHA-0257,12,11,5,-6.71391058575608E+0000,UHA-0013,12,11,1, 4.25394433778375E+0000, 0.00000000000000E+0000,,11,6, 3.21306556626352E+0000, 0.00000000000000E+0000,,
UHA-0112,11, 6.92139638875071E-0004, 1.44469801632041E-0002,UHA-0257,12,11,5,-6.71391058575608E+0000,UHA-0263,12,11,1, 3.75774692346737E+0000, 0.00000000000000E+0000,,11,6, 2.87046364340295E+0000, 0.00000000000000E+0000,,
UHA-0112,11, 6.92139638875071E-0004, 1.44469801632041E-0002,UHA-0257,12,11,5,-6.71391058575608E+0000,UHA-0256,10,9,4,-2.30507681235180E+0000, 0.00000000000000E+0000,,9,5, 2.64360375469826E+0000, 0.00000000000000E+0000,,
UHA-0112,11, 6.92139638875071E-0004, 1.44469801632041E-0002,UHA-0257,12,11,5,-6.71391058575608E+0000,UHA-0016,10,9,1, 2.92568410405385E+0000, 0.00000000000000E+0000,,9,5, 1.49183852394677E+0000, 0.00000000000000E+0000,,
UHA-0112,11, 6.92139638875071E-0004, 1.44469801632041E-0002,UHA-0257,12,11,5,-6.71391058575608E+0000,UHA-0264,12,11,2, 1.59358296747887E+0000, 0.00000000000000E+0000,,11,6, 1.45337683329492E+0000, 0.00000000000000E+0000,,
UHA-0112,11, 6.92139638875071E-0004, 1.44469801632041E-0002,UHA-0257,12,11,5,-6.71391058575608E+0000,UHA-0266,11,11,3,-1.72430175523399E+0000, 0.00000000000000E+0000,,11,6, 1.31982944602515E-0001, 0.00000000000000E+0000,,
UHA-0112,11, 6.92139638875071E-0004, 1.44469801632041E-0002,UHA-0257,12,11,5,-6.71391058575608E+0000,UHA-0261,12,11,3,-1.89906053025632E+0000, 0.00000000000000E+0000,,11,6, 1.28556096216463E-0001, 0.00000000000000E+0000,,
UHA-0113,12, 5.56212962703488E-0004, 4.68856128400373E-0003,UHA-0257,12,12,3, 1.03970884796531E+0000,UHA-0260,12,12,2, 7.14419276421619E-0001, 0.00000000000000E+0000,,12,3, 4.42762691954097E+0000, 4.42762691954097E+0000,+,
UHA-0113,12, 5.56212962703488E-0004, 4.68856128400373E-0003,UHA-0257,12,12,3, 1.03970884796531E+0000,UHA-0266,11,11,1, 5.42464401511968E+0000, 5.42464401511968E+0000,+,11,4, 3.37671784702803E+0000, 0.00000000000000E+0000,,
UHA-0113,12, 5.56212962703488E-0004, 4.68856128400373E-0003,UHA-0257,12,12,3, 1.03970884796531E+0000,UHA-0014,12,12,1, 3.35993695692888E+0000, 0.00000000000000E+0000,,12,4, 3.35339235055181E+0000, 0.00000000000000E+0000,,
UHA-0113,12, 5.56212962703488E-0004, 4.68856128400373E-0003,UHA-0257,12,12,3, 1.03970884796531E+0000,UHA-0262,12,12,2, 2.23746616127844E+0000, 0.00000000000000E+0000,,12,5, 1.63402601932285E+0000, 0.00000000000000E+0000,,
UHA-0113,12, 5.56212962703488E-0004, 4.68856128400373E-0003,UHA-0257,12,12,3, 1.03970884796531E+0000,UHA-0010,11,11,2,-3.39191587800451E-0001, 0.00000000000000E+0000,,11,4, 1.15767748245044E+0000, 0.00000000000000E+0000,,
UHA-0113,12, 5.56212962703488E-0004, 4.68856128400373E-0003,UHA-0257,12,12,3, 1.03970884796531E+0000,UHA-0267,12,12,3,-8.82121180489030E-0001, 0.00000000000000E+0000,,12,5, 5.29332380843437E-0001, 0.00000000000000E+0000,,
UHA-0114,12, 9.57789699503818E-0005, 1.95234021635218E-0005,UHA-0257,12,12,0, 1.00706304420702E+0001,UHA-0260,12,12,2, 2.36008313692077E+0000, 2.36008313692077E+0000,-,12,2, 3.81320089135706E+0000, 3.81320089135706E+0000,-,
UHA-0123,12, 7.95264776517986E-0004, 8.23988847887570E-0005,UHA-0010,11,11,1, 3.25173078134598E+0000,UHA-0259,11,11,0, 6.93243450139304E+0000, 6.93243450139304E+0000,*,11,3, 5.47143462060064E+0000, 5.47143462060064E+0000,+,
UHA-0123,12, 7.95264776517986E-0004, 8.23988847887570E-0005,UHA-0010,11,11,1, 3.25173078134598E+0000,UHA-0257,12,12,2, 1.53806934781183E+0000, 0.00000000000000E+0000,,12,4, 5.70368529391337E-0002, 0.00000000000000E+0000,,
UHA-0124,12, 1.71121699597510E-0003, 1.30269784089896E-0004,UHA-0010,11,11,0, 6.67097911831938E+0000,UHA-0259,11,11,1, 3.99534424870181E+0000, 0.00000000000000E+0000,,11,1, 5.29785856952265E+0000, 5.29785856952265E+0000,+,
UHA-0124,12, 1.71121699597510E-0003, 1.30269784089896E-0004,UHA-0010,11,11,0, 6.67097911831938E+0000,UHA-0261,12,12,1, 5.42762211047962E+0000, 5.42762211047962E+0000,+,12,2, 2.93830919937157E+0000, 0.00000000000000E+0000,,
UHA-0124,12, 1.71121699597510E-0003, 1.30269784089896E-0004,UHA-0010,11,11,0, 6.67097911831938E+0000,UHA-0011,12,12,2, 3.90954449199916E+0000, 0.00000000000000E+0000,,12,3, 1.91329407757045E+0000, 0.00000000000000E+0000,,
UHA-0124,12, 1.71121699597510E-0003, 1.30269784089896E-0004,UHA-0010,11,11,0, 6.67097911831938E+0000,UHA-0016,10,10,2,-6.18298511039555E-0001, 0.00000000000000E+0000,,10,2, 1.24837695266040E+0000, 0.00000000000000E+0000,,
UHA-0124,12, 1.71121699597510E-0003, 1.30269784089896E-0004,UHA-0010,11,11,0, 6.67097911831938E+0000,UHA-0009,12,12,2, 1.17591164724888E+0000, 0.00000000000000E+0000,,12,3, 5.74441895361531E-0001, 0.00000000000000E+0000,,
UHA-0124,12, 1.71121699597510E-0003, 1.30269784089896E-0004,UHA-0010,11,11,0, 6.67097911831938E+0000,UHA-0264,12,12,3,-1.29858786382243E+0000, 0.00000000000000E+0000,,12,3, 1.59240994541678E-0001, 0.00000000000000E+0000,,
UHA-0125,12, 2.84146243120896E-0003, 7.84910085457767E-0005,UHA-0010,11,11,0, 6.06919619250351E+0000,UHA-0261,12,12,0, 7.83040466559030E+0000, 7.83040466559030E+0000,*,12,2, 4.32332015743798E+0000, 4.32332015743798E+0000,-,
UHA-0125,12, 2.84146243120896E-0003, 7.84910085457767E-0005,UHA-0010,11,11,0, 6.06919619250351E+0000,UHA-0260,12,12,0, 6.70668027942237E+0000, 0.00000000000000E+0000,,12,2, 4.19314856387640E+0000, 0.00000000000000E+0000,,
UHA-0125,12, 2.84146243120896E-0003, 7.84910085457767E-0005,UHA-0010,11,11,0, 6.06919619250351E+0000,UHA-0016,10,10,1, 8.17192838684000E-0001, 0.00000000000000E+0000,,10,2, 1.99893816999122E+0000, 0.00000000000000E+0000,,
UHA-0125,12, 2.84146243120896E-0003, 7.84910085457767E-0005,UHA-0010,11,11,0, 6.06919619250351E+0000,UHA-0011,12,12,2, 1.20582353577434E+0000, 0.00000000000000E+0000,,12,3, 1.79584304444612E+0000, 0.00000000000000E+0000,,
UHA-0125,12, 2.84146243120896E-0003, 7.84910085457767E-0005,UHA-0010,11,11,0, 6.06919619250351E+0000,UHA-0009,12,12,2, 5.18934722768127E-0001, 0.00000000000000E+0000,,12,3, 1.03025840769522E+0000, 0.00000000000000E+0000,,
UHA-0125,12, 2.84146243120896E-0003, 7.84910085457767E-0005,UHA-0010,11,11,0, 6.06919619250351E+0000,UHA-0263,12,12,1, 1.84609978087240E+0000, 0.00000000000000E+0000,,12,3, 2.83126644248229E-0001, 0.00000000000000E+0000,,
UHA-0128,12, 1.35686034149314E-0003, 1.02289367550284E-0005,UHA-0010,11,11,0, 5.76583519894239E+0000,UHA-0259,11,11,2, 2.27709509424406E+0000, 0.00000000000000E+0000,,11,3, 1.56442235002733E+0000, 1.56442235002733E+0000,-,
UHA-0129,11, 4.88145282769557E-0003, 6.43909975845895E-0005,UHA-0010,11,11,0, 4.46209832716625E+0000,UHA-0333,12,11,1, 4.26952107708967E+0000, 0.00000000000000E+0000,,11,1, 7.42350601050832E+0000, 7.42350601050832E+0000,*,
UHA-0129,11, 4.88145282769557E-0003, 6.43909975845895E-0005,UHA-0010,11,11,0, 4.46209832716625E+0000,UHA-0259,11,11,1, 4.54744447901902E+0000, 4.54744447901902E+0000,-,11,1, 6.95030017033528E+0000, 0.00000000000000E+0000,,
UHA-0129,11, 4.88145282769557E-0003, 6.43909975845895E-0005,UHA-0010,11,11,0, 4.46209832716625E+0000,UHA-0314,9,9,2, 2.37282577120846E-0002, 0.00000000000000E+0000,,9,2, 1.62732267936061E+0000, 0.00000000000000E+0000,,
UHA-0129,11, 4.88145282769557E-0003, 6.43909975845895E-0005,UHA-0010,11,11,0, 4.46209832716625E+0000,UHA-0331,10,9,1, 1.58763873666934E+0000, 0.00000000000000E+0000,,9,2, 1.57242593109411E+0000, 0.00000000000000E+0000,,
UHA-0129,11, 4.88145282769557E-0003, 6.43909975845895E-0005,UHA-0010,11,11,0, 4.46209832716625E+0000,UHA-0178,12,11,2, 1.17962504011517E+0000, 0.00000000000000E+0000,,11,3, 3.15858811398304E-0001, 0.00000000000000E+0000,,
UHA-0129,11, 4.88145282769557E-0003, 6.43909975845895E-0005,UHA-0010,11,11,0, 4.46209832716625E+0000,UHA-0189,12,11,3,-1.30221753586328E+0000, 0.00000000000000E+0000,,11,3, 2.65184850461166E-0001, 0.00000000000000E+0000,,
UHA-0129,11, 4.88145282769557E-0003, 6.43909975845895E-0005,UHA-0010,11,11,0, 4.46209832716625E+0000,UHA-0176,12,11,2, 7.36230795900514E-0001, 0.00000000000000E+0000,,11,3, 2.11821222223431E-0001, 0.00000000000000E+0000,,
UHA-0129,11, 4.88145282769557E-0003, 6.43909975845895E-0005,UHA-0010,11,11,0, 4.46209832716625E+0000,UHA-0324,11,10,3,-1.64778408556739E+0000, 0.00000000000000E+0000,,10,3, 2.09765271089399E-0001, 0.00000000000000E+0000,,
UHA-0130,12, 2.42832467326758E-0003, 7.74966023299359E-0005,UHA-0010,11,11,0, 6.89773440984988E+0000,UHA-0259,11,11,1, 3.42644395120734E+0000, 0.00000000000000E+0000,,11,1, 5.63830580079589E+0000, 5.63830580079589E+0000,+,
UHA-0130,12, 2.42832467326758E-0003, 7.74966023299359E-0005,UHA-0010,11,11,0, 6.89773440984988E+0000,UHA-0009,12,12,0, 5.52900660065966E+0000, 0.00000000000000E+0000,,12,2, 2.89607755781862E+0000, 0.00000000000000E+0000,,
UHA-0130,12, 2.42832467326758E-0003, 7.74966023299359E-0005,UHA-0010,11,11,0, 6.89773440984988E+0000,UHA-0015,12,12,1, 5.75104886219337E+0000, 5.75104886219337E+0000,+,12,3, 1.61135081739941E+0000, 0.00000000000000E+0000,,
UHA-0130,12, 2.42832467326758E-0003, 7.74966023299359E-0005,UHA-0010,11,11,0, 6.89773440984988E+0000,UHA-0013,12,12,0, 5.26523734264268E+0000, 0.00000000000000E+0000,,12,3, 7.76123484362608E-0001, 0.00000000000000E+0000,,
UHA-0130,12, 2.42832467326758E-0003, 7.74966023299359E-0005,UHA-0010,11,11,0, 6.89773440984988E+0000,UHA-0262,12,12,1, 2.47501497440693E+0000, 0.00000000000000E+0000,,12,3, 6.68928076265929E-0001, 0.00000000000000E+0000,,
UHA-0130,12, 2.42832467326758E-0003, 7.74966023299359E-0005,UHA-0010,11,11,0, 6.89773440984988E+0000,UHA-0011,12,12,1, 5.57178084473916E+0000, 0.00000000000000E+0000,,12,3, 6.25779933534265E-0001, 0.00000000000000E+0000,,
UHA-0130,12, 2.42832467326758E-0003, 7.74966023299359E-0005,UHA-0010,11,11,0, 6.89773440984988E+0000,UHA-0269,12,12,2,-8.21933087731379E-0001, 0.00000000000000E+0000,,12,3, 2.56899867611966E-0001, 0.00000000000000E+0000,,
UHA-0130,12, 2.42832467326758E-0003, 7.74966023299359E-0005,UHA-0010,11,11,0, 6.89773440984988E+0000,UHA-0261,12,12,1, 3.73292744833239E+0000, 0.00000000000000E+0000,,12,3, 1.19762480182234E-0001, 0.00000000000000E+0000,,
UHA-0131,12, 3.22208696029819E-0003, 8.21903385829224E-0005,UHA-0010,11,11,0, 6.36057732166815E+0000,UHA-0016,10,10,0, 4.48687142978313E+0000, 0.00000000000000E+0000,,10,1, 4.02416506335789E+0000, 4.02416506335789E+0000,-,
UHA-0131,12, 3.22208696029819E-0003, 8.21903385829224E-0005,UHA-0010,11,11,0, 6.36057732166815E+0000,UHA-0261,12,12,1, 4.67523946487897E+0000, 0.00000000000000E+0000,,12,2, 2.95919339580935E+0000, 0.00000000000000E+0000,,
UHA-0131,12, 3.22208696029819E-0003, 8.21903385829224E-0005,UHA-0010,11,11,0, 6.36057732166815E+0000,UHA-0011,12,12,1, 5.70066628923083E+0000, 5.70066628923083E+0000,+,12,3, 1.63407926505979E+0000, 0.00000000000000E+0000,,
UHA-0131,12, 3.22208696029819E-0003, 8.21903385829224E-0005,UHA-0010,11,11,0, 6.36057732166815E+0000,UHA-0265,12,12,1, 5.18084997580303E+0000, 0.00000000000000E+0000,,12,3, 9.89642909691126E-0001, 0.00000000000000E+0000,,
UHA-0131,12, 3.22208696029819E-0003, 8.21903385829224E-0005,UHA-0010,11,11,0, 6.36057732166815E+0000,UHA-0264,12,12,2, 1.50098716399522E+0000, 0.00000000000000E+0000,,12,3, 3.75015294340262E-0001, 0.00000000000000E+0000,,
UHA-0131,12, 3.22208696029819E-0003, 8.21903385829224E-0005,UHA-0010,11,11,0, 6.36057732166815E+0000,UHA-0009,12,12,1, 2.96703344448056E+0000, 0.00000000000000E+0000,,12,3, 2.95227082850866E-0001, 0.00000000000000E+0000,,
UHA-0131,12, 3.22208696029819E-0003, 8.21903385829224E-0005,UHA-0010,11,11,0, 6.36057732166815E+0000,UHA-0258,11,11,2, 1.45628875838172E+0000, 0.00000000000000E+0000,,11,3, 1.35243548472979E-0002, 0.00000000000000E+0000,,
UHA-0132,12, 7.57703653490037E-0004, 1.19774848556244E-0006,UHA-0010,11,11,0, 6.68262429510970E+0000,UHA-0263,12,12,0, 7.75227122479345E+0000, 7.75227122479345E+0000,*,12,3, 3.65112639432630E+0000, 3.65112639432630E+0000,-,
UHA-0132,12, 7.57703653490037E-0004, 1.19774848556244E-0006,UHA-0010,11,11,0, 6.68262429510970E+0000,UHA-0261,12,12,1, 5.73504104496593E+0000, 0.00000000000000E+0000,,12,3, 3.25699556084300E+0000, 0.00000000000000E+0000,,
UHA-0133,12, 4.90739041962853E-0004, 1.41705285931338E-0005,UHA-0010,11,11,0, 6.93877701246932E+0000,UHA-0263,12,12,0, 8.72118616770596E+0000, 8.72118616770596E+0000,*,12,2, 5.56183666053068E+0000, 5.56183666053068E+0000,+,
UHA-0133,12, 4.90739041962853E-0004, 1.41705285931338E-0005,UHA-0010,11,11,0, 6.93877701246932E+0000,UHA-0262,12,12,1, 4.28560085294555E+0000, 0.00000000000000E+0000,,12,3, 1.95705323747931E+0000, 0.00000000000000E+0000,,
UHA-0133,12, 4.90739041962853E-0004, 1.41705285931338E-0005,UHA-0010,11,11,0, 6.93877701246932E+0000,UHA-0011,12,12,1, 6.10384814607513E+0000, 0.00000000000000E+0000,,12,3, 1.88874598399773E+0000, 0.00000000000000E+0000,,
