Offspring ID,Loci typed,First parent non-exclusion probability,Second parent non-exclusion probability,Mother ID,Loci typed,Pair loci compared,Pair loci mismatching,Pair LOD score,Candidate father ID,Loci typed,Pair loci compared,Pair loci mismatching,Pair LOD score,Pair top LOD,Pair confidence,Trio loci compared,Trio loci mismatching,Trio LOD score,Trio top LOD,Trio confidence
UHA-0133,12, 4.90739041962853E-0004, 1.41705285931338E-0005,UHA-0010,11,11,0, 6.93877701246932E+0000,UHA-0265,12,12,2, 3.96796594182925E+0000, 0.00000000000000E+0000,,12,3, 1.79816367166047E+0000, 0.00000000000000E+0000,,
UHA-0133,12, 4.90739041962853E-0004, 1.41705285931338E-0005,UHA-0010,11,11,0, 6.93877701246932E+0000,UHA-0014,12,12,2, 1.90596093365480E+0000, 0.00000000000000E+0000,,12,3, 2.97280913669966E-0001, 0.00000000000000E+0000,,
UHA-0137,12, 2.42832467326758E-0003, 7.74966023299359E-0005,UHA-0010,11,11,0, 6.89773440984988E+0000,UHA-0259,11,11,1, 3.42644395120734E+0000, 0.00000000000000E+0000,,11,1, 5.63830580079589E+0000, 5.63830580079589E+0000,+,
UHA-0137,12, 2.42832467326758E-0003, 7.74966023299359E-0005,UHA-0010,11,11,0, 6.89773440984988E+0000,UHA-0009,12,12,0, 5.52900660065966E+0000, 0.00000000000000E+0000,,12,2, 2.89607755781862E+0000, 0.00000000000000E+0000,,
UHA-0137,12, 2.42832467326758E-0003, 7.74966023299359E-0005,UHA-0010,11,11,0, 6.89773440984988E+0000,UHA-0015,12,12,1, 5.75104886219337E+0000, 5.75104886219337E+0000,+,12,3, 1.61135081739941E+0000, 0.00000000000000E+0000,,
UHA-0137,12, 2.42832467326758E-0003, 7.74966023299359E-0005,UHA-0010,11,11,0, 6.89773440984988E+0000,UHA-0013,12,12,0, 5.26523734264268E+0000, 0.00000000000000E+0000,,12,3, 7.76123484362608E-0001, 0.00000000000000E+0000,,
UHA-0137,12, 2.42832467326758E-0003, 7.74966023299359E-0005,UHA-0010,11,11,0, 6.89773440984988E+0000,UHA-0262,12,12,1, 2.47501497440693E+0000, 0.00000000000000E+0000,,12,3, 6.68928076265929E-0001, 0.00000000000000E+0000,,
UHA-0137,12, 2.42832467326758E-0003, 7.74966023299359E-0005,UHA-0010,11,11,0, 6.89773440984988E+0000,UHA-0011,12,12,1, 5.57178084473916E+0000, 0.00000000000000E+0000,,12,3, 6.25779933534265E-0001, 0.00000000000000E+0000,,
UHA-0137,12, 2.42832467326758E-0003, 7.74966023299359E-0005,UHA-0010,11,11,0, 6.89773440984988E+0000,UHA-0269,12,12,2,-8.21933087731379E-0001, 0.00000000000000E+0000,,12,3, 2.56899867611966E-0001, 0.00000000000000E+0000,,
UHA-0137,12, 2.42832467326758E-0003, 7.74966023299359E-0005,UHA-0010,11,11,0, 6.89773440984988E+0000,UHA-0261,12,12,1, 3.73292744833239E+0000, 0.00000000000000E+0000,,12,3, 1.19762480182234E-0001, 0.00000000000000E+0000,,
UHA-0138,12, 2.67096043078817E-0003, 1.00514768701924E-0005,UHA-0010,11,11,0, 5.14548270801019E+0000,UHA-0345,12,12,4,-6.68858035663875E-0002, 0.00000000000000E+0000,,12,4, 2.32268038957072E+0000, 2.32268038957072E+0000,-,
UHA-0138,12, 2.67096043078817E-0003, 1.00514768701924E-0005,UHA-0010,11,11,0, 5.14548270801019E+0000,UHA-0267,12,12,1, 3.08953354557674E+0000, 0.00000000000000E+0000,,12,3, 4.31382834557883E-0001, 0.00000000000000E+0000,,
UHA-0138,12, 2.67096043078817E-0003, 1.00514768701924E-0005,UHA-0010,11,11,0, 5.14548270801019E+0000,UHA-0013,12,12,1, 4.02748955043649E+0000, 0.00000000000000E+0000,,12,3, 4.21297133925083E-0001, 0.00000000000000E+0000,,
UHA-0139,12, 6.77871294183090E-0004, 1.37222807098979E-0007,UHA-0010,11,11,1, 2.87205000878091E+0000,
UHA-0140,12, 5.31687664506258E-0004, 2.36778280029220E-0005,UHA-0010,11,11,0, 6.13373897822565E+0000,UHA-0260,12,12,1, 5.68949311123789E+0000, 0.00000000000000E+0000,,12,2, 4.28617740767914E+0000, 4.28617740767914E+0000,-,
UHA-0140,12, 5.31687664506258E-0004, 2.36778280029220E-0005,UHA-0010,11,11,0, 6.13373897822565E+0000,UHA-0261,12,12,0, 6.20395187191966E+0000, 6.20395187191966E+0000,+,12,3, 1.09610556125586E+0000, 0.00000000000000E+0000,,
UHA-0141,12, 3.63972923444641E-0004, 1.17812530070277E-0007,UHA-0010,11,11,0, 5.43209532108256E+0000,UHA-0257,12,12,3,-1.67034152587966E-0001, 0.00000000000000E+0000,,12,3, 1.87489669474187E+0000, 1.87489669474187E+0000,-,
UHA-0141,12, 3.63972923444641E-0004, 1.17812530070277E-0007,UHA-0010,11,11,0, 5.43209532108256E+0000,UHA-0266,11,11,2, 1.84700750427506E+0000, 0.00000000000000E+0000,,11,4, 7.69435207405142E-0001, 0.00000000000000E+0000,,
UHA-0142,12, 7.49098139113079E-0004, 7.97480458690686E-0006,UHA-0010,11,11,0, 5.29666710888975E+0000,UHA-0257,12,12,2, 2.56039440764879E+0000, 0.00000000000000E+0000,,12,2, 4.30584432349402E+0000, 4.30584432349402E+0000,-,
UHA-0143,12, 8.66809119761905E-0004, 2.33058164592180E-0005,UHA-0010,11,11,0, 6.92677705948507E+0000,UHA-0259,11,11,1, 4.24220483881946E+0000, 0.00000000000000E+0000,,11,1, 7.07310846332158E+0000, 7.07310846332158E+0000,*,
UHA-0143,12, 8.66809119761905E-0004, 2.33058164592180E-0005,UHA-0010,11,11,0, 6.92677705948507E+0000,UHA-0333,12,12,3,-5.47536216886737E-0001, 0.00000000000000E+0000,,12,3, 2.36142602242576E+0000, 0.00000000000000E+0000,,
UHA-0143,12, 8.66809119761905E-0004, 2.33058164592180E-0005,UHA-0010,11,11,0, 6.92677705948507E+0000,UHA-0314,9,9,1, 1.65457994452244E+0000, 0.00000000000000E+0000,,9,2, 1.97474124616520E+0000, 0.00000000000000E+0000,,
UHA-0144,11, 1.53809858897832E-0003, 3.41783309189829E-0005,UHA-0010,11,11,0, 6.27368193658821E+0000,UHA-0259,11,11,1, 5.30667436789502E+0000, 5.30667436789502E+0000,+,11,1, 7.72911108581517E+0000, 7.72911108581517E+0000,*,
UHA-0144,11, 1.53809858897832E-0003, 3.41783309189829E-0005,UHA-0010,11,11,0, 6.27368193658821E+0000,UHA-0333,12,11,3,-5.20189256277092E-0001, 0.00000000000000E+0000,,11,3, 1.27735217164432E+0000, 0.00000000000000E+0000,,
UHA-0144,11, 1.53809858897832E-0003, 3.41783309189829E-0005,UHA-0010,11,11,0, 6.27368193658821E+0000,UHA-0272,12,11,1, 3.64201770035491E+0000, 0.00000000000000E+0000,,11,3, 1.96906138516696E-0001, 0.00000000000000E+0000,,
UHA-0146,10, 2.85617571173344E-0003, 3.10564795308053E-0004,UHA-0010,11,9,0, 5.68579658424042E+0000,UHA-0259,11,9,0, 5.47974641263613E+0000, 5.47974641263613E+0000,+,9,0, 8.04768869182890E+0000, 8.04768869182890E+0000,*,
UHA-0146,10, 2.85617571173344E-0003, 3.10564795308053E-0004,UHA-0010,11,9,0, 5.68579658424042E+0000,UHA-0267,12,10,1, 3.33067436311328E+0000, 0.00000000000000E+0000,,10,2, 2.62139035044555E+0000, 0.00000000000000E+0000,,
UHA-0146,10, 2.85617571173344E-0003, 3.10564795308053E-0004,UHA-0010,11,9,0, 5.68579658424042E+0000,UHA-0269,12,10,2, 5.34872176603738E-0001, 0.00000000000000E+0000,,10,2, 2.54740288282256E+0000, 0.00000000000000E+0000,,
UHA-0146,10, 2.85617571173344E-0003, 3.10564795308053E-0004,UHA-0010,11,9,0, 5.68579658424042E+0000,UHA-0014,12,10,1, 2.71966965198301E+0000, 0.00000000000000E+0000,,10,2, 1.96199473720088E+0000, 0.00000000000000E+0000,,
UHA-0146,10, 2.85617571173344E-0003, 3.10564795308053E-0004,UHA-0010,11,9,0, 5.68579658424042E+0000,UHA-0261,12,10,1, 3.53583004963803E+0000, 0.00000000000000E+0000,,10,2, 1.63318744107317E+0000, 0.00000000000000E+0000,,
UHA-0146,10, 2.85617571173344E-0003, 3.10564795308053E-0004,UHA-0010,11,9,0, 5.68579658424042E+0000,UHA-0009,12,10,2, 1.81361761823588E-0001, 0.00000000000000E+0000,,10,2, 9.91631345866455E-0001, 0.00000000000000E+0000,,
UHA-0146,10, 2.85617571173344E-0003, 3.10564795308053E-0004,UHA-0010,11,9,0, 5.68579658424042E+0000,UHA-0256,10,8,2, 9.06411673532563E-0003, 0.00000000000000E+0000,,8,2, 7.03760052700314E-0001, 0.00000000000000E+0000,,
UHA-0148,12, 2.86949595593685E-0004, 1.03197427319782E-0005,UHA-0012,12,12,1, 5.92550685341952E+0000,UHA-0210,11,11,2, 2.15488665385069E+0000, 2.15488665385069E+0000,-,11,4, 1.54406634657690E-0001, 1.54406634657690E-0001,-,
UHA-0150,12, 1.41261652427840E-0003, 1.35469182374117E-0005,UHA-0012,12,12,0, 7.07234222918460E+0000,UHA-0266,11,11,0, 8.59593734575870E+0000, 8.59593734575870E+0000,*,11,0, 1.11830032908410E+0001, 1.11830032908410E+0001,*,
UHA-0151,11, 1.49315725119049E-0003, 2.93256597543154E-0004,UHA-0012,12,11,0, 9.41506480875110E+0000,UHA-0264,12,11,2, 7.79391402895790E-0001, 7.79391402895790E-0001,-,11,3, 1.13606277361017E-0001, 1.13606277361017E-0001,-,
UHA-0152,12, 2.83048389862841E-0003, 4.25729349947862E-0006,UHA-0012,12,12,0, 5.88901972351473E+0000,UHA-0260,12,12,0, 8.93333560666308E+0000, 8.93333560666308E+0000,*,12,0, 1.21472699961234E+0001, 1.21472699961234E+0001,*,
UHA-0152,12, 2.83048389862841E-0003, 4.25729349947862E-0006,UHA-0012,12,12,0, 5.88901972351473E+0000,UHA-0011,12,12,1, 4.19151923054884E+0000, 0.00000000000000E+0000,,12,4, 8.94742965404040E-0001, 0.00000000000000E+0000,,
UHA-0152,12, 2.83048389862841E-0003, 4.25729349947862E-0006,UHA-0012,12,12,0, 5.88901972351473E+0000,UHA-0263,12,12,1, 2.53181637359670E+0000, 0.00000000000000E+0000,,12,3, 6.62336191716922E-0001, 0.00000000000000E+0000,,
UHA-0153,12, 1.50658793639948E-0004, 3.77336019021548E-0007,UHA-0012,12,12,0, 9.85479314829177E+0000,UHA-0260,12,12,1, 6.01093762688317E+0000, 6.01093762688317E+0000,+,12,1, 8.65792683720514E+0000, 8.65792683720514E+0000,*,
UHA-0154,12, 6.33138389071325E-0004, 2.11437599119928E-0004,UHA-0012,12,12,1, 3.54145409496428E+0000,UHA-0258,11,11,2, 1.92996600090718E+0000, 0.00000000000000E+0000,,11,2, 5.03041826176491E+0000, 5.03041826176491E+0000,+,
UHA-0154,12, 6.33138389071325E-0004, 2.11437599119928E-0004,UHA-0012,12,12,1, 3.54145409496428E+0000,UHA-0260,12,12,1, 2.89111955367766E+0000, 0.00000000000000E+0000,,12,2, 4.76009705666858E+0000, 0.00000000000000E+0000,,
UHA-0154,12, 6.33138389071325E-0004, 2.11437599119928E-0004,UHA-0012,12,12,1, 3.54145409496428E+0000,UHA-0257,12,12,2, 1.18567988609550E+0000, 0.00000000000000E+0000,,12,2, 4.48773657633975E+0000, 0.00000000000000E+0000,,
UHA-0154,12, 6.33138389071325E-0004, 2.11437599119928E-0004,UHA-0012,12,12,1, 3.54145409496428E+0000,UHA-0259,11,11,3,-1.81893150761992E+0000, 0.00000000000000E+0000,,11,3, 1.00618598271547E+0000, 0.00000000000000E+0000,,
UHA-0154,12, 6.33138389071325E-0004, 2.11437599119928E-0004,UHA-0012,12,12,1, 3.54145409496428E+0000,UHA-0010,11,11,1, 1.16433443523407E+0000, 0.00000000000000E+0000,,11,3, 3.25104559405612E-0001, 0.00000000000000E+0000,,
UHA-0155,12, 1.37693344294584E-0003, 2.45920358546695E-0006,UHA-0012,12,12,0, 6.98070920435122E+0000,UHA-0257,12,12,0, 6.79691576161956E+0000, 6.79691576161956E+0000,+,12,1, 8.64115927224119E+0000, 8.64115927224119E+0000,*,
UHA-0155,12, 1.37693344294584E-0003, 2.45920358546695E-0006,UHA-0012,12,12,0, 6.98070920435122E+0000,UHA-0266,11,11,1, 5.18580053595848E+0000, 0.00000000000000E+0000,,11,3, 3.10250696891292E+0000, 0.00000000000000E+0000,,
UHA-0156,11, 1.12764259169432E-0003, 1.28930099366916E-0008,UHA-0012,12,11,1, 2.65124453633080E+0000,
UHA-0157,12, 1.12361105121793E-0003, 1.17044011403704E-0005,UHA-0012,12,12,0, 7.62358124774716E+0000,UHA-0258,11,11,0, 8.35758664202639E+0000, 8.35758664202639E+0000,*,11,0, 1.21863289004856E+0001, 1.21863289004856E+0001,*,
UHA-0157,12, 1.12361105121793E-0003, 1.17044011403704E-0005,UHA-0012,12,12,0, 7.62358124774716E+0000,UHA-0257,12,12,2, 2.00586062334296E+0000, 0.00000000000000E+0000,,12,2, 4.08565100293970E+0000, 0.00000000000000E+0000,,
UHA-0158,12, 1.01313978568697E-0003, 1.41404550167571E-0006,UHA-0012,12,12,0, 5.87863358451085E+0000,UHA-0267,12,12,2, 2.68074077653908E+0000, 0.00000000000000E+0000,,12,3, 2.77362913488049E+0000, 2.77362913488049E+0000,-,
UHA-0158,12, 1.01313978568697E-0003, 1.41404550167571E-0006,UHA-0012,12,12,0, 5.87863358451085E+0000,UHA-0014,12,12,2, 2.28469518126483E+0000, 0.00000000000000E+0000,,12,3, 2.15908284122125E+0000, 0.00000000000000E+0000,,
UHA-0158,12, 1.01313978568697E-0003, 1.41404550167571E-0006,UHA-0012,12,12,0, 5.87863358451085E+0000,UHA-0256,10,10,1, 4.67594585174196E+0000, 4.67594585174196E+0000,-,10,4, 1.55274718285748E+0000, 0.00000000000000E+0000,,
UHA-0158,12, 1.01313978568697E-0003, 1.41404550167571E-0006,UHA-0012,12,12,0, 5.87863358451085E+0000,UHA-0339,12,12,4,-2.51673372252628E-0001, 0.00000000000000E+0000,,12,5, 3.00299399422919E-0001, 0.00000000000000E+0000,,
UHA-0159,12, 1.16692689916730E-0003, 1.46518408826228E-0005,UHA-0012,12,12,0, 7.04453897289482E+0000,UHA-0260,12,12,0, 7.77142849558224E+0000, 7.77142849558224E+0000,*,12,0, 1.09202045215901E+0001, 1.09202045215901E+0001,*,
UHA-0159,12, 1.16692689916730E-0003, 1.46518408826228E-0005,UHA-0012,12,12,0, 7.04453897289482E+0000,UHA-0261,12,12,1, 4.16869209343209E+0000, 0.00000000000000E+0000,,12,1, 6.26742280534614E+0000, 0.00000000000000E+0000,,
UHA-0159,12, 1.16692689916730E-0003, 1.46518408826228E-0005,UHA-0012,12,12,0, 7.04453897289482E+0000,UHA-0010,11,11,1, 3.17416503730405E+0000, 0.00000000000000E+0000,,11,1, 5.22100920900484E+0000, 0.00000000000000E+0000,,
UHA-0160,12, 7.49082255507368E-0004, 2.33425907869062E-0006,UHA-0012,12,12,0, 8.51854876095635E+0000,UHA-0257,12,12,0, 8.42795709836556E+0000, 8.42795709836556E+0000,*,12,0, 1.26260263070278E+0001, 1.26260263070278E+0001,*,
UHA-0160,12, 7.49082255507368E-0004, 2.33425907869062E-0006,UHA-0012,12,12,0, 8.51854876095635E+0000,UHA-0266,11,11,1, 3.69213222680100E+0000, 0.00000000000000E+0000,,11,4, 6.28911820996687E-0001, 0.00000000000000E+0000,,
UHA-0161,12, 2.32690172227414E-0003, 1.02338786045159E-0005,UHA-0012,12,12,0, 7.12559650069933E+0000,UHA-0260,12,12,0, 8.08209918269695E+0000, 8.08209918269695E+0000,*,12,0, 1.13012346156602E+0001, 1.13012346156602E+0001,*,
UHA-0161,12, 2.32690172227414E-0003, 1.02338786045159E-0005,UHA-0012,12,12,0, 7.12559650069933E+0000,UHA-0263,12,12,1, 2.34285019950247E+0000, 0.00000000000000E+0000,,12,2, 3.36471318375710E+0000, 0.00000000000000E+0000,,
UHA-0161,12, 2.32690172227414E-0003, 1.02338786045159E-0005,UHA-0012,12,12,0, 7.12559650069933E+0000,UHA-0011,12,12,2, 2.90385571321891E+0000, 0.00000000000000E+0000,,12,3, 2.62925136630842E+0000, 0.00000000000000E+0000,,
UHA-0161,12, 2.32690172227414E-0003, 1.02338786045159E-0005,UHA-0012,12,12,0, 7.12559650069933E+0000,UHA-0010,11,11,1, 7.65678546510955E-0001, 0.00000000000000E+0000,,11,2, 1.71033672146378E+0000, 0.00000000000000E+0000,,
UHA-0161,12, 2.32690172227414E-0003, 1.02338786045159E-0005,UHA-0012,12,12,0, 7.12559650069933E+0000,UHA-0009,12,12,2, 2.07587134275908E+0000, 0.00000000000000E+0000,,12,3, 1.44392059848668E+0000, 0.00000000000000E+0000,,
UHA-0161,12, 2.32690172227414E-0003, 1.02338786045159E-0005,UHA-0012,12,12,0, 7.12559650069933E+0000,UHA-0261,12,12,1, 2.22693209403723E+0000, 0.00000000000000E+0000,,12,3, 1.50454474518427E-0001, 0.00000000000000E+0000,,
UHA-0162,11, 5.47477129646056E-0003, 2.13358351241719E-0006,UHA-0012,12,11,0, 4.52926036122764E+0000,UHA-0177,12,11,0, 1.09141089853536E+0001, 1.09141089853536E+0001,*,11,0, 1.49250343114340E+0001, 1.49250343114340E+0001,*,
UHA-0162,11, 5.47477129646056E-0003, 2.13358351241719E-0006,UHA-0012,12,11,0, 4.52926036122764E+0000,UHA-0330,12,11,1, 2.58656467935509E+0000, 0.00000000000000E+0000,,11,2, 4.51723305683710E+0000, 0.00000000000000E+0000,,
UHA-0162,11, 5.47477129646056E-0003, 2.13358351241719E-0006,UHA-0012,12,11,0, 4.52926036122764E+0000,UHA-0347,11,10,2, 5.86654753157103E-0001, 0.00000000000000E+0000,,10,2, 3.15292319396463E+0000, 0.00000000000000E+0000,,
UHA-0162,11, 5.47477129646056E-0003, 2.13358351241719E-0006,UHA-0012,12,11,0, 4.52926036122764E+0000,UHA-0304,12,11,3,-1.26164988037458E+0000, 0.00000000000000E+0000,,11,3, 8.08883763506752E-0001, 0.00000000000000E+0000,,
UHA-0162,11, 5.47477129646056E-0003, 2.13358351241719E-0006,UHA-0012,12,11,0, 4.52926036122764E+0000,UHA-0316,12,11,2,-8.68024292329268E-0001, 0.00000000000000E+0000,,11,3, 4.20747529533116E-0001, 0.00000000000000E+0000,,
UHA-0163,12, 5.99077365796554E-0004, 3.49710673492291E-0005,UHA-0012,12,12,1, 6.86210451029371E+0000,UHA-0258,11,11,1, 4.84656562504248E+0000, 4.84656562504248E+0000,-,11,2, 7.10876231360710E+0000, 7.10876231360710E+0000,*,
UHA-0163,12, 5.99077365796554E-0004, 3.49710673492291E-0005,UHA-0012,12,12,1, 6.86210451029371E+0000,UHA-0257,12,12,2, 1.79668459722577E+0000, 0.00000000000000E+0000,,12,3, 3.24391167535181E+0000, 0.00000000000000E+0000,,
UHA-0164,11, 6.24318153521635E-0004, 1.05720898838460E-0004,UHA-0016,10,9,0, 8.12963645615466E+0000,UHA-0264,12,11,0, 1.14133373500834E+0001, 1.14133373500834E+0001,*,11,1, 7.58862041383681E+0000, 7.58862041383681E+0000,*,
UHA-0164,11, 6.24318153521635E-0004, 1.05720898838460E-0004,UHA-0016,10,9,0, 8.12963645615466E+0000,UHA-0266,11,11,1, 4.48867736858240E+0000, 0.00000000000000E+0000,,11,1, 6.51416015606573E+0000, 0.00000000000000E+0000,,
UHA-0164,11, 6.24318153521635E-0004, 1.05720898838460E-0004,UHA-0016,10,9,0, 8.12963645615466E+0000,UHA-0011,12,11,2, 1.37591374394544E+0000, 0.00000000000000E+0000,,11,2, 2.05430655529815E+0000, 0.00000000000000E+0000,,
UHA-0164,11, 6.24318153521635E-0004, 1.05720898838460E-0004,UHA-0016,10,9,0, 8.12963645615466E+0000,UHA-0210,11,10,2, 1.12268804057995E+0000, 0.00000000000000E+0000,,10,2, 1.91216811506906E+0000, 0.00000000000000E+0000,,
UHA-0164,11, 6.24318153521635E-0004, 1.05720898838460E-0004,UHA-0016,10,9,0, 8.12963645615466E+0000,UHA-0009,12,11,2, 6.89024930939233E-0001, 0.00000000000000E+0000,,11,2, 1.30838273032521E+0000, 0.00000000000000E+0000,,
UHA-0164,11, 6.24318153521635E-0004, 1.05720898838460E-0004,UHA-0016,10,9,0, 8.12963645615466E+0000,UHA-0261,12,11,2,-6.51964405843189E-0001, 0.00000000000000E+0000,,11,2, 2.36413523082312E-0001, 0.00000000000000E+0000,,
UHA-0165,11, 8.55122232940175E-0004, 9.39703467123710E-0005,UHA-0016,10,9,0, 4.71102001469190E+0000,UHA-0266,11,11,1, 4.80623577131263E+0000, 0.00000000000000E+0000,,11,1, 5.69230558730437E+0000, 5.69230558730437E+0000,+,
UHA-0165,11, 8.55122232940175E-0004, 9.39703467123710E-0005,UHA-0016,10,9,0, 4.71102001469190E+0000,UHA-0011,12,11,1, 4.44978911391952E+0000, 0.00000000000000E+0000,,11,2, 2.53766451287535E+0000, 0.00000000000000E+0000,,
UHA-0165,11, 8.55122232940175E-0004, 9.39703467123710E-0005,UHA-0016,10,9,0, 4.71102001469190E+0000,UHA-0263,12,11,0, 6.16656687114802E+0000, 6.16656687114802E+0000,+,11,2, 2.37601485087825E+0000, 0.00000000000000E+0000,,
UHA-0165,11, 8.55122232940175E-0004, 9.39703467123710E-0005,UHA-0016,10,9,0, 4.71102001469190E+0000,UHA-0009,12,11,1, 3.71962633885729E+0000, 0.00000000000000E+0000,,11,2, 1.80254497761087E+0000, 0.00000000000000E+0000,,
UHA-0165,11, 8.55122232940175E-0004, 9.39703467123710E-0005,UHA-0016,10,9,0, 4.71102001469190E+0000,UHA-0257,12,11,3, 1.36509668637528E-0001, 0.00000000000000E+0000,,11,3, 1.29464746848890E+0000, 0.00000000000000E+0000,,
UHA-0165,11, 8.55122232940175E-0004, 9.39703467123710E-0005,UHA-0016,10,9,0, 4.71102001469190E+0000,UHA-0260,12,11,2, 1.10909910291064E+0000, 0.00000000000000E+0000,,11,2, 9.02852031511606E-0001, 0.00000000000000E+0000,,
UHA-0165,11, 8.55122232940175E-0004, 9.39703467123710E-0005,UHA-0016,10,9,0, 4.71102001469190E+0000,UHA-0010,11,10,0, 4.56356903530694E+0000, 0.00000000000000E+0000,,10,2, 7.63363423686163E-0001, 0.00000000000000E+0000,,
UHA-0165,11, 8.55122232940175E-0004, 9.39703467123710E-0005,UHA-0016,10,9,0, 4.71102001469190E+0000,UHA-0261,12,11,1, 2.77695934622847E+0000, 0.00000000000000E+0000,,11,2, 7.29769542503612E-0001, 0.00000000000000E+0000,,
UHA-0167,10, 1.68799237411598E-0003, 1.33620152945247E-0005,UHA-0016,10,9,2,-2.35235465209824E+0000,UHA-0267,12,10,0, 6.70424938588498E+0000, 0.00000000000000E+0000,,10,4, 4.97419876346566E+0000, 4.97419876346566E+0000,+,
UHA-0167,10, 1.68799237411598E-0003, 1.33620152945247E-0005,UHA-0016,10,9,2,-2.35235465209824E+0000,UHA-0260,12,10,1, 6.80295088885110E+0000, 6.80295088885110E+0000,+,10,4, 4.90473880683752E+0000, 0.00000000000000E+0000,,
UHA-0167,10, 1.68799237411598E-0003, 1.33620152945247E-0005,UHA-0016,10,9,2,-2.35235465209824E+0000,UHA-0013,12,10,0, 6.08058996339456E+0000, 0.00000000000000E+0000,,10,5, 2.67090480094919E+0000, 0.00000000000000E+0000,,
UHA-0167,10, 1.68799237411598E-0003, 1.33620152945247E-0005,UHA-0016,10,9,2,-2.35235465209824E+0000,UHA-0014,12,10,1, 3.05510850065908E+0000, 0.00000000000000E+0000,,10,5, 7.03800432185407E-0001, 0.00000000000000E+0000,,
UHA-0167,10, 1.68799237411598E-0003, 1.33620152945247E-0005,UHA-0016,10,9,2,-2.35235465209824E+0000,UHA-0261,12,10,2, 1.30612494519296E+0000, 0.00000000000000E+0000,,10,5, 1.95028330407074E-0001, 0.00000000000000E+0000,,
UHA-0167,10, 1.68799237411598E-0003, 1.33620152945247E-0005,UHA-0016,10,9,2,-2.35235465209824E+0000,UHA-0272,12,10,2, 2.86826407562470E-0001, 0.00000000000000E+0000,,10,5, 1.88685801811033E-0001, 0.00000000000000E+0000,,
